0 qid:30001 1:0 2:0 3:0 4:0 5:0.0 #math-1, DStar, ACS, combine: 1
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Jaccard, SimFix, combine: 7
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Jaccard, TBar, combine: 8
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Ochiai, ACS, combine: 9
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Ochiai, Nopol, combine: 10
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Ochiai, SimFix, combine: 11
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Ochiai, TBar, combine: 12
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Tarantula, ACS, combine: 13
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Tarantula, Nopol, combine: 14
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Tarantula, SimFix, combine: 15
0 qid:30103 1:0 2:0 3:0 4:0 5:0.0 #math-103, Tarantula, TBar, combine: 16
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, DStar, ACS, combine: 1
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, DStar, Nopol, combine: 2
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, DStar, SimFix, combine: 3
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, DStar, TBar, combine: 4
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Jaccard, ACS, combine: 5
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Jaccard, Nopol, combine: 6
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Jaccard, SimFix, combine: 7
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Jaccard, TBar, combine: 8
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Ochiai, ACS, combine: 9
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Ochiai, Nopol, combine: 10
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Ochiai, SimFix, combine: 11
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Ochiai, TBar, combine: 12
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Tarantula, ACS, combine: 13
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Tarantula, Nopol, combine: 14
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Tarantula, SimFix, combine: 15
0 qid:30104 1:0 2:0 3:0 4:0 5:0.0 #math-104, Tarantula, TBar, combine: 16
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, DStar, ACS, combine: 1
0 qid:30105 1:0 2:0 3:0 4:0 5:0.5 #math-105, DStar, Nopol, combine: 2
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, DStar, SimFix, combine: 3
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, DStar, TBar, combine: 4
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Jaccard, ACS, combine: 5
0 qid:30105 1:0 2:0 3:0 4:0 5:0.5 #math-105, Jaccard, Nopol, combine: 6
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Jaccard, SimFix, combine: 7
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Jaccard, TBar, combine: 8
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Ochiai, ACS, combine: 9
0 qid:30105 1:0 2:0 3:0 4:0 5:0.5 #math-105, Ochiai, Nopol, combine: 10
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Ochiai, SimFix, combine: 11
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Ochiai, TBar, combine: 12
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Tarantula, ACS, combine: 13
0 qid:30105 1:0 2:0 3:0 4:0 5:0.5 #math-105, Tarantula, Nopol, combine: 14
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Tarantula, SimFix, combine: 15
0 qid:30105 1:0 2:0 3:0 4:0 5:0.0 #math-105, Tarantula, TBar, combine: 16
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, DStar, ACS, combine: 1
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, DStar, Nopol, combine: 2
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, DStar, SimFix, combine: 3
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, DStar, TBar, combine: 4
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Jaccard, ACS, combine: 5
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Jaccard, Nopol, combine: 6
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Jaccard, SimFix, combine: 7
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Jaccard, TBar, combine: 8
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Ochiai, ACS, combine: 9
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Ochiai, Nopol, combine: 10
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Ochiai, SimFix, combine: 11
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Ochiai, TBar, combine: 12
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Tarantula, ACS, combine: 13
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Tarantula, Nopol, combine: 14
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Tarantula, SimFix, combine: 15
0 qid:30106 1:0 2:0 3:1 4:1 5:0.0 #math-106, Tarantula, TBar, combine: 16
