10001 Q0 chart-1, Ample, SimFix, combine: 3 1 0.55337 indri
10015 Q0 chart-15, BraunBanqust, SimFix, combine: 31 9 0.55337 indri
10015 Q0 chart-15, BraunBanqust, jKali, combine: 34 10 0.55337 indri
10015 Q0 chart-15, Cohen, SimFix, combine: 38 11 0.55337 indri
10015 Q0 chart-15, Cohen, jKali, combine: 41 12 0.55337 indri
10015 Q0 chart-15, Dennis, SimFix, combine: 45 13 0.55337 indri
10015 Q0 chart-15, Dennis, jKali, combine: 48 14 0.55337 indri
10015 Q0 chart-15, Dice, SimFix, combine: 52 15 0.55337 indri
10015 Q0 chart-15, Dice, jKali, combine: 55 16 0.55337 indri
10015 Q0 chart-15, Dstar, SimFix, combine: 59 17 0.55337 indri
10015 Q0 chart-15, Dstar, jKali, combine: 62 18 0.55337 indri
10015 Q0 chart-15, Euclid, SimFix, combine: 66 19 0.55337 indri
10015 Q0 chart-15, Euclid, jKali, combine: 69 20 0.55337 indri
10015 Q0 chart-15, Fleiss, SimFix, combine: 73 21 0.55337 indri
10015 Q0 chart-15, Fleiss, jKali, combine: 76 22 0.55337 indri
10015 Q0 chart-15, Fossum, SimFix, combine: 80 23 0.55337 indri
10015 Q0 chart-15, Fossum, jKali, combine: 83 24 0.55337 indri
10015 Q0 chart-15, Goodman, SimFix, combine: 87 25 0.55337 indri
10015 Q0 chart-15, Goodman, jKali, combine: 90 26 0.55337 indri
10015 Q0 chart-15, Gower, SimFix, combine: 94 27 0.55337 indri
10015 Q0 chart-15, Gower, jKali, combine: 97 28 0.55337 indri
10015 Q0 chart-15, GP13, SimFix, combine: 101 29 0.55337 indri
10015 Q0 chart-15, GP13, jKali, combine: 104 30 0.55337 indri
10015 Q0 chart-15, Hamann, SimFix, combine: 108 31 0.55337 indri
10015 Q0 chart-15, Hamann, jKali, combine: 111 32 0.55337 indri
10015 Q0 chart-15, Hamming, SimFix, combine: 115 33 0.55337 indri
10015 Q0 chart-15, Hamming, jKali, combine: 118 34 0.55337 indri
10015 Q0 chart-15, HarmonicMean, SimFix, combine: 122 35 0.55337 indri
10015 Q0 chart-15, HarmonicMean, jKali, combine: 125 36 0.55337 indri
10015 Q0 chart-15, Jaccard, SimFix, combine: 129 37 0.55337 indri
10015 Q0 chart-15, Jaccard, jKali, combine: 132 38 0.55337 indri
10015 Q0 chart-15, Kulczynski1, SimFix, combine: 136 39 0.55337 indri
10015 Q0 chart-15, Kulczynski1, jKali, combine: 139 40 0.55337 indri
10015 Q0 chart-15, Kulczynskil2, SimFix, combine: 143 41 0.55337 indri
10015 Q0 chart-15, Kulczynskil2, jKali, combine: 146 42 0.55337 indri
10015 Q0 chart-15, M1, SimFix, combine: 150 43 0.55337 indri
10015 Q0 chart-15, M1, jKali, combine: 153 44 0.55337 indri
10015 Q0 chart-15, M2, SimFix, combine: 157 45 0.55337 indri
10015 Q0 chart-15, M2, jKali, combine: 160 46 0.55337 indri
10015 Q0 chart-15, Michael, SimFix, combine: 164 47 0.55337 indri
10015 Q0 chart-15, Michael, jKali, combine: 167 48 0.55337 indri
10015 Q0 chart-15, Mountford, SimFix, combine: 171 49 0.55337 indri
10015 Q0 chart-15, Mountford, jKali, combine: 174 50 0.55337 indri
10015 Q0 chart-15, Ochiai, SimFix, combine: 178 51 0.55337 indri
10015 Q0 chart-15, Ochiai, jKali, combine: 181 52 0.55337 indri
10015 Q0 chart-15, Ochiai2, SimFix, combine: 185 53 0.55337 indri
10015 Q0 chart-15, Ochiai2, jKali, combine: 188 54 0.55337 indri
10015 Q0 chart-15, Optimal, SimFix, combine: 192 55 0.55337 indri
10015 Q0 chart-15, Optimal, jKali, combine: 195 56 0.55337 indri
10015 Q0 chart-15, OptimalP, SimFix, combine: 199 57 0.55337 indri
10015 Q0 chart-15, OptimalP, jKali, combine: 202 58 0.55337 indri
10015 Q0 chart-15, Overlap, SimFix, combine: 206 59 0.55337 indri
10015 Q0 chart-15, Overlap, jKali, combine: 209 60 0.55337 indri
10015 Q0 chart-15, Phi, SimFix, combine: 213 61 0.55337 indri
10015 Q0 chart-15, Phi, jKali, combine: 216 62 0.55337 indri
10015 Q0 chart-15, Pierce, SimFix, combine: 220 63 0.55337 indri
10015 Q0 chart-15, Pierce, jKali, combine: 223 64 0.55337 indri
10015 Q0 chart-15, RogersTanimoto, SimFix, combine: 227 65 0.55337 indri
10015 Q0 chart-15, RogersTanimoto, jKali, combine: 230 66 0.55337 indri
10015 Q0 chart-15, Rogot1, SimFix, combine: 234 67 0.55337 indri
10015 Q0 chart-15, Rogot1, jKali, combine: 237 68 0.55337 indri
10015 Q0 chart-15, Rogot2, SimFix, combine: 241 69 0.55337 indri
10015 Q0 chart-15, Rogot2, jKali, combine: 244 70 0.55337 indri
10015 Q0 chart-15, RussellRao, SimFix, combine: 248 71 0.55337 indri
10015 Q0 chart-15, RussellRao, jKali, combine: 251 72 0.55337 indri
10015 Q0 chart-15, SBI, SimFix, combine: 255 73 0.55337 indri
10015 Q0 chart-15, SBI, jKali, combine: 258 74 0.55337 indri
10015 Q0 chart-15, Scott, SimFix, combine: 262 75 0.55337 indri
10015 Q0 chart-15, Scott, jKali, combine: 265 76 0.55337 indri
10015 Q0 chart-15, SimpleMatching, SimFix, combine: 269 77 0.55337 indri
10015 Q0 chart-15, SimpleMatching, jKali, combine: 272 78 0.55337 indri
10015 Q0 chart-15, Sokal, SimFix, combine: 276 79 0.55337 indri
10015 Q0 chart-15, Sokal, jKali, combine: 279 80 0.55337 indri
10015 Q0 chart-15, SorensenDice, SimFix, combine: 283 81 0.55337 indri
10015 Q0 chart-15, SorensenDice, jKali, combine: 286 82 0.55337 indri
10015 Q0 chart-15, Tarantula, SimFix, combine: 290 83 0.55337 indri
10015 Q0 chart-15, Tarantula, jKali, combine: 293 84 0.55337 indri
10015 Q0 chart-15, Tarwid, SimFix, combine: 297 85 0.55337 indri
10015 Q0 chart-15, Tarwid, jKali, combine: 300 86 0.55337 indri
10015 Q0 chart-15, Wong1, SimFix, combine: 304 87 0.55337 indri
10015 Q0 chart-15, Wong1, jKali, combine: 307 88 0.55337 indri
10015 Q0 chart-15, Wong2, SimFix, combine: 311 89 0.55337 indri
10015 Q0 chart-15, Wong2, jKali, combine: 314 90 0.55337 indri
10015 Q0 chart-15, Wong3, SimFix, combine: 318 91 0.55337 indri
10015 Q0 chart-15, Wong3, jKali, combine: 321 92 0.55337 indri
10015 Q0 chart-15, Zoltar, SimFix, combine: 325 93 0.55337 indri
10015 Q0 chart-15, Zoltar, jKali, combine: 328 94 0.55337 indri
10015 Q0 chart-15, Ample, ACS, combine: 1 95 0.5525 indri
10015 Q0 chart-15, Ample, Nopol, combine: 2 96 0.5525 indri
10015 Q0 chart-15, Ample, TBar, combine: 4 97 0.5525 indri
10015 Q0 chart-15, Ample, jGenProg, combine: 5 98 0.5525 indri
10015 Q0 chart-15, Ample, jMutRepair, combine: 7 99 0.5525 indri
10015 Q0 chart-15, Anderberg, ACS, combine: 8 100 0.5525 indri
10015 Q0 chart-15, Anderberg, Nopol, combine: 9 101 0.5525 indri
10015 Q0 chart-15, Anderberg, TBar, combine: 11 102 0.5525 indri
10015 Q0 chart-15, Anderberg, jGenProg, combine: 12 103 0.5525 indri
10015 Q0 chart-15, Anderberg, jMutRepair, combine: 14 104 0.5525 indri
10015 Q0 chart-15, ArithmeticMean, ACS, combine: 15 105 0.5525 indri
10015 Q0 chart-15, ArithmeticMean, Nopol, combine: 16 106 0.5525 indri
10015 Q0 chart-15, ArithmeticMean, TBar, combine: 18 107 0.5525 indri
10015 Q0 chart-15, ArithmeticMean, jGenProg, combine: 19 108 0.5525 indri
10015 Q0 chart-15, ArithmeticMean, jMutRepair, combine: 21 109 0.5525 indri
10015 Q0 chart-15, BaroniUrbaniBuser, ACS, combine: 22 110 0.5525 indri
10015 Q0 chart-15, BaroniUrbaniBuser, Nopol, combine: 23 111 0.5525 indri
10015 Q0 chart-15, BaroniUrbaniBuser, TBar, combine: 25 112 0.5525 indri
10015 Q0 chart-15, BaroniUrbaniBuser, jGenProg, combine: 26 113 0.5525 indri
10015 Q0 chart-15, BaroniUrbaniBuser, jMutRepair, combine: 28 114 0.5525 indri
10015 Q0 chart-15, BraunBanqust, ACS, combine: 29 115 0.5525 indri
10015 Q0 chart-15, BraunBanqust, Nopol, combine: 30 116 0.5525 indri
10015 Q0 chart-15, BraunBanqust, TBar, combine: 32 117 0.5525 indri
10015 Q0 chart-15, BraunBanqust, jGenProg, combine: 33 118 0.5525 indri
10015 Q0 chart-15, BraunBanqust, jMutRepair, combine: 35 119 0.5525 indri
10015 Q0 chart-15, Cohen, ACS, combine: 36 120 0.5525 indri
10015 Q0 chart-15, Cohen, Nopol, combine: 37 121 0.5525 indri
10015 Q0 chart-15, Cohen, TBar, combine: 39 122 0.5525 indri
10015 Q0 chart-15, Cohen, jGenProg, combine: 40 123 0.5525 indri
10015 Q0 chart-15, Cohen, jMutRepair, combine: 42 124 0.5525 indri
10015 Q0 chart-15, Dennis, ACS, combine: 43 125 0.5525 indri
10015 Q0 chart-15, Dennis, Nopol, combine: 44 126 0.5525 indri
10015 Q0 chart-15, Dennis, TBar, combine: 46 127 0.5525 indri
10015 Q0 chart-15, Dennis, jGenProg, combine: 47 128 0.5525 indri
10015 Q0 chart-15, Dennis, jMutRepair, combine: 49 129 0.5525 indri
10015 Q0 chart-15, Dice, ACS, combine: 50 130 0.5525 indri
10015 Q0 chart-15, Dice, Nopol, combine: 51 131 0.5525 indri
10015 Q0 chart-15, Dice, TBar, combine: 53 132 0.5525 indri
10015 Q0 chart-15, Dice, jGenProg, combine: 54 133 0.5525 indri
10015 Q0 chart-15, Dice, jMutRepair, combine: 56 134 0.5525 indri
10015 Q0 chart-15, Dstar, ACS, combine: 57 135 0.5525 indri
10015 Q0 chart-15, Dstar, Nopol, combine: 58 136 0.5525 indri
10015 Q0 chart-15, Dstar, TBar, combine: 60 137 0.5525 indri
10015 Q0 chart-15, Dstar, jGenProg, combine: 61 138 0.5525 indri
10015 Q0 chart-15, Dstar, jMutRepair, combine: 63 139 0.5525 indri
10015 Q0 chart-15, Euclid, ACS, combine: 64 140 0.5525 indri
10015 Q0 chart-15, Euclid, Nopol, combine: 65 141 0.5525 indri
10015 Q0 chart-15, Euclid, TBar, combine: 67 142 0.5525 indri
10015 Q0 chart-15, Euclid, jGenProg, combine: 68 143 0.5525 indri
10015 Q0 chart-15, Euclid, jMutRepair, combine: 70 144 0.5525 indri
10015 Q0 chart-15, Fleiss, ACS, combine: 71 145 0.5525 indri
10015 Q0 chart-15, Fleiss, Nopol, combine: 72 146 0.5525 indri
10015 Q0 chart-15, Fleiss, TBar, combine: 74 147 0.5525 indri
10015 Q0 chart-15, Fleiss, jGenProg, combine: 75 148 0.5525 indri
10015 Q0 chart-15, Fleiss, jMutRepair, combine: 77 149 0.5525 indri
10015 Q0 chart-15, Fossum, ACS, combine: 78 150 0.5525 indri
10015 Q0 chart-15, Fossum, Nopol, combine: 79 151 0.5525 indri
10015 Q0 chart-15, Fossum, TBar, combine: 81 152 0.5525 indri
10015 Q0 chart-15, Fossum, jGenProg, combine: 82 153 0.5525 indri
10015 Q0 chart-15, Fossum, jMutRepair, combine: 84 154 0.5525 indri
10015 Q0 chart-15, Goodman, ACS, combine: 85 155 0.5525 indri
10015 Q0 chart-15, Goodman, Nopol, combine: 86 156 0.5525 indri
10015 Q0 chart-15, Goodman, TBar, combine: 88 157 0.5525 indri
10015 Q0 chart-15, Goodman, jGenProg, combine: 89 158 0.5525 indri
10015 Q0 chart-15, Goodman, jMutRepair, combine: 91 159 0.5525 indri
10015 Q0 chart-15, Gower, ACS, combine: 92 160 0.5525 indri
10015 Q0 chart-15, Gower, Nopol, combine: 93 161 0.5525 indri
10015 Q0 chart-15, Gower, TBar, combine: 95 162 0.5525 indri
10015 Q0 chart-15, Gower, jGenProg, combine: 96 163 0.5525 indri
10015 Q0 chart-15, Gower, jMutRepair, combine: 98 164 0.5525 indri
10015 Q0 chart-15, GP13, ACS, combine: 99 165 0.5525 indri
10015 Q0 chart-15, GP13, Nopol, combine: 100 166 0.5525 indri
10015 Q0 chart-15, GP13, TBar, combine: 102 167 0.5525 indri
10015 Q0 chart-15, GP13, jGenProg, combine: 103 168 0.5525 indri
10015 Q0 chart-15, GP13, jMutRepair, combine: 105 169 0.5525 indri
10015 Q0 chart-15, Hamann, ACS, combine: 106 170 0.5525 indri
10015 Q0 chart-15, Hamann, Nopol, combine: 107 171 0.5525 indri
10015 Q0 chart-15, Hamann, TBar, combine: 109 172 0.5525 indri
10015 Q0 chart-15, Hamann, jGenProg, combine: 110 173 0.5525 indri
10015 Q0 chart-15, Hamann, jMutRepair, combine: 112 174 0.5525 indri
10015 Q0 chart-15, Hamming, ACS, combine: 113 175 0.5525 indri
10015 Q0 chart-15, Hamming, Nopol, combine: 114 176 0.5525 indri
10015 Q0 chart-15, Hamming, TBar, combine: 116 177 0.5525 indri
10015 Q0 chart-15, Hamming, jGenProg, combine: 117 178 0.5525 indri
10015 Q0 chart-15, Hamming, jMutRepair, combine: 119 179 0.5525 indri
10015 Q0 chart-15, HarmonicMean, ACS, combine: 120 180 0.5525 indri
10015 Q0 chart-15, HarmonicMean, Nopol, combine: 121 181 0.5525 indri
10015 Q0 chart-15, HarmonicMean, TBar, combine: 123 182 0.5525 indri
10015 Q0 chart-15, HarmonicMean, jGenProg, combine: 124 183 0.5525 indri
10015 Q0 chart-15, HarmonicMean, jMutRepair, combine: 126 184 0.5525 indri
10015 Q0 chart-15, Jaccard, ACS, combine: 127 185 0.5525 indri
10015 Q0 chart-15, Jaccard, Nopol, combine: 128 186 0.5525 indri
10015 Q0 chart-15, Jaccard, TBar, combine: 130 187 0.5525 indri
10015 Q0 chart-15, Jaccard, jGenProg, combine: 131 188 0.5525 indri
10015 Q0 chart-15, Jaccard, jMutRepair, combine: 133 189 0.5525 indri
10015 Q0 chart-15, Kulczynski1, ACS, combine: 134 190 0.5525 indri
10015 Q0 chart-15, Kulczynski1, Nopol, combine: 135 191 0.5525 indri
10015 Q0 chart-15, Kulczynski1, TBar, combine: 137 192 0.5525 indri
10015 Q0 chart-15, Kulczynski1, jGenProg, combine: 138 193 0.5525 indri
10015 Q0 chart-15, Kulczynski1, jMutRepair, combine: 140 194 0.5525 indri
10015 Q0 chart-15, Kulczynskil2, ACS, combine: 141 195 0.5525 indri
10015 Q0 chart-15, Kulczynskil2, Nopol, combine: 142 196 0.5525 indri
10015 Q0 chart-15, Kulczynskil2, TBar, combine: 144 197 0.5525 indri
10015 Q0 chart-15, Kulczynskil2, jGenProg, combine: 145 198 0.5525 indri
10015 Q0 chart-15, Kulczynskil2, jMutRepair, combine: 147 199 0.5525 indri
10015 Q0 chart-15, M1, ACS, combine: 148 200 0.5525 indri
10015 Q0 chart-15, M1, Nopol, combine: 149 201 0.5525 indri
10015 Q0 chart-15, M1, TBar, combine: 151 202 0.5525 indri
10015 Q0 chart-15, M1, jGenProg, combine: 152 203 0.5525 indri
10015 Q0 chart-15, M1, jMutRepair, combine: 154 204 0.5525 indri
10015 Q0 chart-15, M2, ACS, combine: 155 205 0.5525 indri
10015 Q0 chart-15, M2, Nopol, combine: 156 206 0.5525 indri
10015 Q0 chart-15, M2, TBar, combine: 158 207 0.5525 indri
10015 Q0 chart-15, M2, jGenProg, combine: 159 208 0.5525 indri
10015 Q0 chart-15, M2, jMutRepair, combine: 161 209 0.5525 indri
10015 Q0 chart-15, Michael, ACS, combine: 162 210 0.5525 indri
10015 Q0 chart-15, Michael, Nopol, combine: 163 211 0.5525 indri
10015 Q0 chart-15, Michael, TBar, combine: 165 212 0.5525 indri
10015 Q0 chart-15, Michael, jGenProg, combine: 166 213 0.5525 indri
10015 Q0 chart-15, Michael, jMutRepair, combine: 168 214 0.5525 indri
10015 Q0 chart-15, Mountford, ACS, combine: 169 215 0.5525 indri
10015 Q0 chart-15, Mountford, Nopol, combine: 170 216 0.5525 indri
10015 Q0 chart-15, Mountford, TBar, combine: 172 217 0.5525 indri
10015 Q0 chart-15, Mountford, jGenProg, combine: 173 218 0.5525 indri
10015 Q0 chart-15, Mountford, jMutRepair, combine: 175 219 0.5525 indri
10015 Q0 chart-15, Ochiai, ACS, combine: 176 220 0.5525 indri
10015 Q0 chart-15, Ochiai, Nopol, combine: 177 221 0.5525 indri
10015 Q0 chart-15, Ochiai, TBar, combine: 179 222 0.5525 indri
10015 Q0 chart-15, Ochiai, jGenProg, combine: 180 223 0.5525 indri
10015 Q0 chart-15, Ochiai, jMutRepair, combine: 182 224 0.5525 indri
10015 Q0 chart-15, Ochiai2, ACS, combine: 183 225 0.5525 indri
10015 Q0 chart-15, Ochiai2, Nopol, combine: 184 226 0.5525 indri
10015 Q0 chart-15, Ochiai2, TBar, combine: 186 227 0.5525 indri
10015 Q0 chart-15, Ochiai2, jGenProg, combine: 187 228 0.5525 indri
10015 Q0 chart-15, Ochiai2, jMutRepair, combine: 189 229 0.5525 indri
10015 Q0 chart-15, Optimal, ACS, combine: 190 230 0.5525 indri
10015 Q0 chart-15, Optimal, Nopol, combine: 191 231 0.5525 indri
10015 Q0 chart-15, Optimal, TBar, combine: 193 232 0.5525 indri
10015 Q0 chart-15, Optimal, jGenProg, combine: 194 233 0.5525 indri
10015 Q0 chart-15, Optimal, jMutRepair, combine: 196 234 0.5525 indri
10015 Q0 chart-15, OptimalP, ACS, combine: 197 235 0.5525 indri
10015 Q0 chart-15, OptimalP, Nopol, combine: 198 236 0.5525 indri
10015 Q0 chart-15, OptimalP, TBar, combine: 200 237 0.5525 indri
10015 Q0 chart-15, OptimalP, jGenProg, combine: 201 238 0.5525 indri
10015 Q0 chart-15, OptimalP, jMutRepair, combine: 203 239 0.5525 indri
10015 Q0 chart-15, Overlap, ACS, combine: 204 240 0.5525 indri
10015 Q0 chart-15, Overlap, Nopol, combine: 205 241 0.5525 indri
10015 Q0 chart-15, Overlap, TBar, combine: 207 242 0.5525 indri
10015 Q0 chart-15, Overlap, jGenProg, combine: 208 243 0.5525 indri
10015 Q0 chart-15, Overlap, jMutRepair, combine: 210 244 0.5525 indri
10015 Q0 chart-15, Phi, ACS, combine: 211 245 0.5525 indri
10015 Q0 chart-15, Phi, Nopol, combine: 212 246 0.5525 indri
10015 Q0 chart-15, Phi, TBar, combine: 214 247 0.5525 indri
10015 Q0 chart-15, Phi, jGenProg, combine: 215 248 0.5525 indri
10015 Q0 chart-15, Phi, jMutRepair, combine: 217 249 0.5525 indri
10015 Q0 chart-15, Pierce, ACS, combine: 218 250 0.5525 indri
10015 Q0 chart-15, Pierce, Nopol, combine: 219 251 0.5525 indri
10015 Q0 chart-15, Pierce, TBar, combine: 221 252 0.5525 indri
10015 Q0 chart-15, Pierce, jGenProg, combine: 222 253 0.5525 indri
10015 Q0 chart-15, Pierce, jMutRepair, combine: 224 254 0.5525 indri
10015 Q0 chart-15, RogersTanimoto, ACS, combine: 225 255 0.5525 indri
10015 Q0 chart-15, RogersTanimoto, Nopol, combine: 226 256 0.5525 indri
10015 Q0 chart-15, RogersTanimoto, TBar, combine: 228 257 0.5525 indri
10015 Q0 chart-15, RogersTanimoto, jGenProg, combine: 229 258 0.5525 indri
10015 Q0 chart-15, RogersTanimoto, jMutRepair, combine: 231 259 0.5525 indri
10015 Q0 chart-15, Rogot1, ACS, combine: 232 260 0.5525 indri
10015 Q0 chart-15, Rogot1, Nopol, combine: 233 261 0.5525 indri
10015 Q0 chart-15, Rogot1, TBar, combine: 235 262 0.5525 indri
10015 Q0 chart-15, Rogot1, jGenProg, combine: 236 263 0.5525 indri
10015 Q0 chart-15, Rogot1, jMutRepair, combine: 238 264 0.5525 indri
10015 Q0 chart-15, Rogot2, ACS, combine: 239 265 0.5525 indri
10015 Q0 chart-15, Rogot2, Nopol, combine: 240 266 0.5525 indri
10015 Q0 chart-15, Rogot2, TBar, combine: 242 267 0.5525 indri
10015 Q0 chart-15, Rogot2, jGenProg, combine: 243 268 0.5525 indri
10015 Q0 chart-15, Rogot2, jMutRepair, combine: 245 269 0.5525 indri
10015 Q0 chart-15, RussellRao, ACS, combine: 246 270 0.5525 indri
10015 Q0 chart-15, RussellRao, Nopol, combine: 247 271 0.5525 indri
10015 Q0 chart-15, RussellRao, TBar, combine: 249 272 0.5525 indri
10015 Q0 chart-15, RussellRao, jGenProg, combine: 250 273 0.5525 indri
10015 Q0 chart-15, RussellRao, jMutRepair, combine: 252 274 0.5525 indri
10015 Q0 chart-15, SBI, ACS, combine: 253 275 0.5525 indri
10015 Q0 chart-15, SBI, Nopol, combine: 254 276 0.5525 indri
10015 Q0 chart-15, SBI, TBar, combine: 256 277 0.5525 indri
10015 Q0 chart-15, SBI, jGenProg, combine: 257 278 0.5525 indri
10015 Q0 chart-15, SBI, jMutRepair, combine: 259 279 0.5525 indri
10015 Q0 chart-15, Scott, ACS, combine: 260 280 0.5525 indri
10015 Q0 chart-15, Scott, Nopol, combine: 261 281 0.5525 indri
10015 Q0 chart-15, Scott, TBar, combine: 263 282 0.5525 indri
10015 Q0 chart-15, Scott, jGenProg, combine: 264 283 0.5525 indri
10015 Q0 chart-15, Scott, jMutRepair, combine: 266 284 0.5525 indri
10015 Q0 chart-15, SimpleMatching, ACS, combine: 267 285 0.5525 indri
10015 Q0 chart-15, SimpleMatching, Nopol, combine: 268 286 0.5525 indri
10015 Q0 chart-15, SimpleMatching, TBar, combine: 270 287 0.5525 indri
10015 Q0 chart-15, SimpleMatching, jGenProg, combine: 271 288 0.5525 indri
10015 Q0 chart-15, SimpleMatching, jMutRepair, combine: 273 289 0.5525 indri
10015 Q0 chart-15, Sokal, ACS, combine: 274 290 0.5525 indri
10015 Q0 chart-15, Sokal, Nopol, combine: 275 291 0.5525 indri
10015 Q0 chart-15, Sokal, TBar, combine: 277 292 0.5525 indri
10015 Q0 chart-15, Sokal, jGenProg, combine: 278 293 0.5525 indri
10015 Q0 chart-15, Sokal, jMutRepair, combine: 280 294 0.5525 indri
10015 Q0 chart-15, SorensenDice, ACS, combine: 281 295 0.5525 indri
10015 Q0 chart-15, SorensenDice, Nopol, combine: 282 296 0.5525 indri
10015 Q0 chart-15, SorensenDice, TBar, combine: 284 297 0.5525 indri
10015 Q0 chart-15, SorensenDice, jGenProg, combine: 285 298 0.5525 indri
10015 Q0 chart-15, SorensenDice, jMutRepair, combine: 287 299 0.5525 indri
10015 Q0 chart-15, Tarantula, ACS, combine: 288 300 0.5525 indri
10015 Q0 chart-15, Tarantula, Nopol, combine: 289 301 0.5525 indri
10015 Q0 chart-15, Tarantula, TBar, combine: 291 302 0.5525 indri
10015 Q0 chart-15, Tarantula, jGenProg, combine: 292 303 0.5525 indri
10015 Q0 chart-15, Tarantula, jMutRepair, combine: 294 304 0.5525 indri
10015 Q0 chart-15, Tarwid, ACS, combine: 295 305 0.5525 indri
10015 Q0 chart-15, Tarwid, Nopol, combine: 296 306 0.5525 indri
10015 Q0 chart-15, Tarwid, TBar, combine: 298 307 0.5525 indri
10015 Q0 chart-15, Tarwid, jGenProg, combine: 299 308 0.5525 indri
10015 Q0 chart-15, Tarwid, jMutRepair, combine: 301 309 0.5525 indri
10015 Q0 chart-15, Wong1, ACS, combine: 302 310 0.5525 indri
10015 Q0 chart-15, Wong1, Nopol, combine: 303 311 0.5525 indri
10015 Q0 chart-15, Wong1, TBar, combine: 305 312 0.5525 indri
10015 Q0 chart-15, Wong1, jGenProg, combine: 306 313 0.5525 indri
10015 Q0 chart-15, Wong1, jMutRepair, combine: 308 314 0.5525 indri
10015 Q0 chart-15, Wong2, ACS, combine: 309 315 0.5525 indri
10015 Q0 chart-15, Wong2, Nopol, combine: 310 316 0.5525 indri
10015 Q0 chart-15, Wong2, TBar, combine: 312 317 0.5525 indri
10015 Q0 chart-15, Wong2, jGenProg, combine: 313 318 0.5525 indri
10015 Q0 chart-15, Wong2, jMutRepair, combine: 315 319 0.5525 indri
10015 Q0 chart-15, Wong3, ACS, combine: 316 320 0.5525 indri
10015 Q0 chart-15, Wong3, Nopol, combine: 317 321 0.5525 indri
10015 Q0 chart-15, Wong3, TBar, combine: 319 322 0.5525 indri
10015 Q0 chart-15, Wong3, jGenProg, combine: 320 323 0.5525 indri
10015 Q0 chart-15, Wong3, jMutRepair, combine: 322 324 0.5525 indri
10015 Q0 chart-15, Zoltar, ACS, combine: 323 325 0.5525 indri
10015 Q0 chart-15, Zoltar, Nopol, combine: 324 326 0.5525 indri
10015 Q0 chart-15, Zoltar, TBar, combine: 326 327 0.5525 indri
10015 Q0 chart-15, Zoltar, jGenProg, combine: 327 328 0.5525 indri
10015 Q0 chart-15, Zoltar, jMutRepair, combine: 329 329 0.5525 indri
10016 Q0 chart-16, Anderberg, TBar, combine: 11 1 0.55789 indri
